LineId,Day,Month,Date,Time,Year,Level,Component,Line,Content,EventId,EventTemplate,ParameterList
3747,Wed,Jul,30,14:04:21,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3748,Wed,Jul,30,14:04:25,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9317]:,delete sta(f2:50:52:65:0e:91) in assoc_clients,35c7b081,delete <*> in assoc_clients,['sta(f2:50:52:65:0e:91)']
3749,Wed,Jul,30,14:04:25,2025,daemon.crit,[mapd],[client_mon_handle_local_leave][491]:,client (f2:50:52:65:0e:91) leave bssid (26:0b:2a:cf:e9:81),188d7d34,client <*> leave bssid <*>,"['(f2:50:52:65:0e:91)', '(26:0b:2a:cf:e9:81)']"
3750,Wed,Jul,30,14:04:26,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9279]:,insert assoc_client (f2:50:52:65:0e:91) in bss(24:0b:2a:bf:e9:81),d5c1bbc9,insert assoc_client <*> in <*>,"['(f2:50:52:65:0e:91)', 'bss(24:0b:2a:bf:e9:81)']"
3751,Wed,Jul,30,14:04:26,2025,daemon.crit,[mapd],[client_mon_handle_local_join][360]:,cli (95) f2:50:52:65:0e:91 join local BSS 24:0b:2a:bf:e9:81,8bdb86ee,cli (<*>) <*> join <*> BSS <*>,"['95', 'f2:50:52:65:0e:91', 'local', '24:0b:2a:bf:e9:81']"
3752,Wed,Jul,30,14:04:29,2025,daemon.err,[mapd],[ap_roam_ug_steer_cand_selection_cent_str][1783]:,[CENT_STEER] client 9 (1c:1b:b5:a0:0f:37) on Agent(24:0b:2a:bf:e9:c4) is a IDLE_STANDALONE_UG candidate,53b8dc98,<*> client <*> <*> on <*> is a <*> candidate,"['[CENT_STEER]', '9 (1c:1b:b5:a0:0f:37)', 'Agent(24:0b:2a:bf:e9:c4)', 'IDLE_STANDALONE_UG']"
3753,Wed,Jul,30,14:04:29,2025,daemon.crit,[mapd],[chan_mon_create_steer_req_mandate][2168]:,"[Steer] Build Steer Request to Agent bss(24:0b:2a:bf:e9:c5), cli_mac(1c:1b:b5:a0:0f:37), target_bssid(26:0b:2a:cf:e9:c5), bss_cnt 1, operating class=128, channel=161",55e56737,"<*> Build Steer Request to Agent <*> <*> <*> bss_cnt <*>, operating class=<*>, channel=<*>","['[Steer]', 'bss(24:0b:2a:bf:e9:c5),', 'cli_mac(1c:1b:b5:a0:0f:37), target_bssid(26:0b:2a:cf:e9:c5),', '1', '128', '161']"
3754,Wed,Jul,30,14:04:30,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3755,Wed,Jul,30,14:04:30,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(9) 1c:1b:b5:a0:0f:37 Trigger = BTM_FAILURE,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '9', '1c:1b:b5:a0:0f:37', 'BTM_FAILURE']"
3756,Wed,Jul,30,14:04:33,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3757,Wed,Jul,30,14:04:33,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(9) 1c:1b:b5:a0:0f:37 Trigger = BTM_FAILURE,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '9', '1c:1b:b5:a0:0f:37', 'BTM_FAILURE']"
3758,Wed,Jul,30,14:04:33,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ebf7) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ebf7) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3759,Wed,Jul,30,14:04:33,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3760,Wed,Jul,30,14:04:36,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3761,Wed,Jul,30,14:04:36,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(9) 1c:1b:b5:a0:0f:37 Trigger = BTM_FAILURE,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '9', '1c:1b:b5:a0:0f:37', 'BTM_FAILURE']"
3762,Wed,Jul,30,14:04:36,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3763,Wed,Jul,30,14:04:36,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec00) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec00) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3764,Wed,Jul,30,14:04:36,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3765,Wed,Jul,30,14:04:37,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd30) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd30) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3766,Wed,Jul,30,14:04:37,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3767,Wed,Jul,30,14:04:38,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3768,Wed,Jul,30,14:04:39,2025,daemon.err,[mapd],[ap_roam_algo_find_best_bss_map_cent_str][5909]:,"[CENT_STEER] cli (168) 2e:b2:07:b1:c0:c1 candidate bss 26:0b:2a:cf:e9:c5: target score 4503, current score 1661, 11k rssi -51, estimated rate 12010, uplink rate 7205, hop count 1, target rssi 3, current_score_th 2057, curr rssi -64",45c81714,"<*> cli (<*>) <*> candidate bss <*> target score <*>, current score <*>, 11k rssi <*>, estimated rate <*>, uplink rate <*>, hop count <*>, target rssi <*>, current_score_th <*>, curr rssi -<*>","['[CENT_STEER]', '168', '2e:b2:07:b1:c0:c1', '26:0b:2a:cf:e9:c5:', '4503', '1661', '-51', '12010', '7205', '1', '3', '2057', '64']"
3769,Wed,Jul,30,14:04:39,2025,daemon.crit,[mapd],[chan_mon_create_steer_req_mandate][2168]:,"[Steer] Build Steer Request to Agent bss(26:0b:2a:c1:ba:47), cli_mac(2e:b2:07:b1:c0:c1), target_bssid(26:0b:2a:cf:e9:c5), bss_cnt 1, operating class=128, channel=161",55e56737,"<*> Build Steer Request to Agent <*> <*> <*> bss_cnt <*>, operating class=<*>, channel=<*>","['[Steer]', 'bss(26:0b:2a:c1:ba:47),', 'cli_mac(2e:b2:07:b1:c0:c1), target_bssid(26:0b:2a:cf:e9:c5),', '1', '128', '161']"
3770,Wed,Jul,30,14:04:39,2025,daemon.crit,[mapd],_1905_RECV_ERROR_CODE_EVENT,- hexdump(len=16): 24 0b 2a f1 ba 46 a3 00 07 02 2e b2 07 b1 c0 c1,5da8313f,- hexdump(len=<*>): <*> 0b 2a <*> <*> <*> a3 <*> <*> <*> 2e b2 <*> b1 c0 c<*>,"['16', '24', 'f1', 'ba 46', '00', '07 02', '07', '1']"
3771,Wed,Jul,30,14:04:39,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3772,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec08) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec08) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3773,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3774,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd3a) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd3a) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3775,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3776,Wed,Jul,30,14:04:40,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(168) 2e:b2:07:b1:c0:c1 Trigger = BTM_SUCCESS,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '168', '2e:b2:07:b1:c0:c1', 'BTM_SUCCESS']"
3777,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd3c) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd3c) aldev_mac(24:0b:2a:bf:e9:c4)', '0001']"
3778,Wed,Jul,30,14:04:40,2025,daemon.err,[mapd],[duplicate_sta_check_for_notification_evt][6492]:,remove assoc_client(2e:b2:07:b1:c0:c1) in dev(24:0b:2a:f1:ba:46),b3e00c7f,remove <*> in <*>,"['assoc_client(2e:b2:07:b1:c0:c1)', 'dev(24:0b:2a:f1:ba:46)']"
3779,Wed,Jul,30,14:04:40,2025,daemon.err,[mapd],[client_mon_handle_remote_join][567]:,"Got remote client JOIN notific for client 2e:b2:07:b1:c0:c1 at bss 26:0b:2a:cf:e9:c5, that has not left a local/remote bss 26:0b:2a:c1:ba:47",8d1d00ed,Got remote client JOIN notific for client <*> at bss <*> that has not left a local/remote bss <*>,"['2e:b2:07:b1:c0:c1', '26:0b:2a:cf:e9:c5,', '26:0b:2a:c1:ba:47']"
3780,Wed,Jul,30,14:04:40,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(168) 2e:b2:07:b1:c0:c1 Trigger = CLIENT_ASSOCIATED,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '168', '2e:b2:07:b1:c0:c1', 'CLIENT_ASSOCIATED']"
3781,Wed,Jul,30,14:04:40,2025,daemon.crit,[mapd],[steer_action_handle_steer_success][490]:,Client (168) 2e:b2:07:b1:c0:c1 has been steered NOL_MULTIAP success,b78a17b6,Client (<*>) <*> has been steered <*> <*>,"['168', '2e:b2:07:b1:c0:c1', 'NOL_MULTIAP success']"
3782,Wed,Jul,30,14:04:40,2025,daemon.crit,[mapd],[client_mon_handle_remote_leave][650]:,client 2e:b2:07:b1:c0:c1 Stale Remote leave 26:0b:2a:c1:ba:47 (curr bss 26:0b:2a:cf:e9:c5),8b0bff7d,client <*> Stale <*> leave <*> (curr bss <*>,"['2e:b2:07:b1:c0:c1', 'Remote', '26:0b:2a:c1:ba:47', '26:0b:2a:cf:e9:c5)']"
3783,Wed,Jul,30,14:04:40,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec0f) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec0f) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
3784,Wed,Jul,30,14:04:40,2025,daemon.err,[mapd],[parse_ap_associated_clients_type_tlv][6629]:,new client mac 2e:b2:07:b1:c0:c1 created on bss 26:0b:2a:cf:e9:c5,f73f46e9,new client mac <*> created on bss <*>,"['2e:b2:07:b1:c0:c1', '26:0b:2a:cf:e9:c5']"
3785,Wed,Jul,30,14:04:41,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3786,Wed,Jul,30,14:04:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3787,Wed,Jul,30,14:04:49,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(9) 1c:1b:b5:a0:0f:37 Trigger = CLIENT_ASSOCIATION_TIMEOUT,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '9', '1c:1b:b5:a0:0f:37', 'CLIENT_ASSOCIATION_TIMEOUT']"
3788,Wed,Jul,30,14:04:49,2025,daemon.err,[mapd],[steer_action_handle_steer_fail][363]:,Client (9) 1c:1b:b5:a0:0f:37 has been steered IDLE_STANDALONE_UG failed,b78a17b6,Client (<*>) <*> has been steered <*> <*>,"['9', '1c:1b:b5:a0:0f:37', 'IDLE_STANDALONE_UG failed']"
3789,Wed,Jul,30,14:04:58,2025,daemon.err,[mapd],[cent_str_cu_monitor_timeout][2219]:,[CENT_STEER] channel utils monitor: 1,c32ea2b3,<*> channel utils monitor: <*>,"['[CENT_STEER]', '1']"
3790,Wed,Jul,30,14:04:58,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3791,Wed,Jul,30,14:04:58,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd5d) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd5d) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3792,Wed,Jul,30,14:04:58,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3793,Wed,Jul,30,14:05:00,2025,daemon.alert,[p1905],[handle_retry_message_queue][161]:,resend_message Unassoc STA Link Metrics Query to rax3 almac=24:0b:2a:bf:e9:32 premid=36626 retry_cnt_left=2,902a7155,resend_message Unassoc STA Link Metrics Query to rax3 <*> premid=<*> retry_cnt_left=<*>,"['almac=24:0b:2a:bf:e9:32', '36626', '2']"
3794,Wed,Jul,30,14:05:00,2025,daemon.alert,[p1905],[handle_retry_message_queue][161]:,resend_message Unassoc STA Link Metrics Query to rax3 almac=24:0b:2a:f1:ba:50 premid=36625 retry_cnt_left=2,902a7155,resend_message Unassoc STA Link Metrics Query to rax3 <*> premid=<*> retry_cnt_left=<*>,"['almac=24:0b:2a:f1:ba:50', '36625', '2']"
3795,Wed,Jul,30,14:05:01,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:28:d0:43:a8:c3:14 RSSI:-95 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:28:d0:43:a8:c3:14', '-95', '5']"
3796,Wed,Jul,30,14:05:02,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3797,Wed,Jul,30,14:05:02,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd68) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd68) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3798,Wed,Jul,30,14:05:02,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3799,Wed,Jul,30,14:05:02,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(5415) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(5415) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3800,Wed,Jul,30,14:05:02,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3801,Wed,Jul,30,14:05:05,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9317]:,delete sta(96:85:9b:7e:d0:c0) in assoc_clients,35c7b081,delete <*> in assoc_clients,['sta(96:85:9b:7e:d0:c0)']
3802,Wed,Jul,30,14:05:05,2025,daemon.crit,[mapd],[client_mon_handle_local_leave][491]:,client (96:85:9b:7e:d0:c0) leave bssid (26:0b:2a:9f:e9:81),188d7d34,client <*> leave bssid <*>,"['(96:85:9b:7e:d0:c0)', '(26:0b:2a:9f:e9:81)']"
3803,Wed,Jul,30,14:05:05,2025,daemon.alert,[p1905],[handle_retry_message_queue][161]:,resend_message Unassoc STA Link Metrics Query to rax3 almac=24:0b:2a:f1:ba:50 premid=36643 retry_cnt_left=2,902a7155,resend_message Unassoc STA Link Metrics Query to rax3 <*> premid=<*> retry_cnt_left=<*>,"['almac=24:0b:2a:f1:ba:50', '36643', '2']"
3804,Wed,Jul,30,14:05:05,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3805,Wed,Jul,30,14:05:05,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9279]:,insert assoc_client (fa:c4:28:f3:12:d7) in bss(26:0b:2a:df:e9:81),d5c1bbc9,insert assoc_client <*> in <*>,"['(fa:c4:28:f3:12:d7)', 'bss(26:0b:2a:df:e9:81)']"
3806,Wed,Jul,30,14:05:05,2025,daemon.crit,[mapd],[client_mon_handle_local_join][360]:,cli (224) fa:c4:28:f3:12:d7 join local BSS 26:0b:2a:df:e9:81,8bdb86ee,cli (<*>) <*> join <*> BSS <*>,"['224', 'fa:c4:28:f3:12:d7', 'local', '26:0b:2a:df:e9:81']"
3807,Wed,Jul,30,14:05:05,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd84) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd84) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3808,Wed,Jul,30,14:05:05,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3809,Wed,Jul,30,14:05:05,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(5425) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(5425) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3810,Wed,Jul,30,14:05:05,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3811,Wed,Jul,30,14:05:06,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3812,Wed,Jul,30,14:05:08,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:04:56:e5:25:36:95 RSSI:-81 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:04:56:e5:25:36:95', '-81', '5']"
3813,Wed,Jul,30,14:05:08,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:c4:3d:1a:58:09:e4 RSSI:-73 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:c4:3d:1a:58:09:e4', '-73', '5']"
3814,Wed,Jul,30,14:05:08,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(542f) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(542f) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3815,Wed,Jul,30,14:05:08,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3816,Wed,Jul,30,14:05:08,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec4c) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec4c) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3817,Wed,Jul,30,14:05:08,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3818,Wed,Jul,30,14:05:09,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:c4:3d:1a:58:09:e4 RSSI:-24 pkt cnt:6,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:c4:3d:1a:58:09:e4', '-24', '6']"
3819,Wed,Jul,30,14:05:09,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bd8c) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bd8c) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3820,Wed,Jul,30,14:05:09,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3821,Wed,Jul,30,14:05:12,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3822,Wed,Jul,30,14:05:13,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec52) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec52) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3823,Wed,Jul,30,14:05:13,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3824,Wed,Jul,30,14:05:13,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:5a:84:e3:5d:87:fd RSSI:-78 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:5a:84:e3:5d:87:fd', '-78', '5']"
3825,Wed,Jul,30,14:05:14,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:5a:84:e3:5d:87:fd RSSI:-15 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:5a:84:e3:5d:87:fd', '-15', '5']"
3826,Wed,Jul,30,14:05:19,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9317]:,delete sta(0c:6a:c4:2a:66:42) in assoc_clients,35c7b081,delete <*> in assoc_clients,['sta(0c:6a:c4:2a:66:42)']
3827,Wed,Jul,30,14:05:19,2025,daemon.crit,[mapd],[client_mon_handle_local_leave][491]:,client (0c:6a:c4:2a:66:42) leave bssid (26:0b:2a:df:e9:81),188d7d34,client <*> leave bssid <*>,"['(0c:6a:c4:2a:66:42)', '(26:0b:2a:df:e9:81)']"
3828,Wed,Jul,30,14:05:19,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
3829,Wed,Jul,30,14:05:19,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:8e:31:61:d9:64:2a RSSI:-99 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:8e:31:61:d9:64:2a', '-99', '5']"
3830,Wed,Jul,30,14:05:19,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(543d) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(543d) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3831,Wed,Jul,30,14:05:19,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3832,Wed,Jul,30,14:05:20,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3833,Wed,Jul,30,14:05:23,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
3834,Wed,Jul,30,14:05:23,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(5444) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(5444) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3835,Wed,Jul,30,14:05:23,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3836,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(ec75) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(ec75) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
3837,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3838,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(bdc1) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(bdc1) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
3839,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
3840,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(5453) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(5453) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
3841,Wed,Jul,30,14:05:31,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
